,dob,photo_taken,full_path,gender,age,pixels
2543,724294,2014,['94/43019594_1983-01-18_2014.jpg'],0.0,31,"tensor([218., 205., 196.,  ..., 238., 208., 198.])"
2549,720744,2011,['80/4302480_1973-04-30_2011.jpg'],1.0,38,"tensor([229.,  13.,  26.,  ...,  22.,  22.,  22.])"
2561,719299,2014,['22/43034922_1969-05-16_2014.jpg'],1.0,45,"tensor([139.,  66.,  49.,  ...,  51.,  67.,  93.])"
2562,723836,2013,['76/43035376_1981-10-17_2013.jpg'],1.0,32,"tensor([  9.,   4.,   1.,  ..., 239., 230., 225.])"
2563,706882,1973,['97/43035397_1935-05-18_1973.jpg'],0.0,38,"tensor([82., 83., 67.,  ...,  0.,  0.,  0.])"
2564,715041,2009,['33/43038033_1957-09-18_2009.jpg'],1.0,52,"tensor([ 9.,  6., 49.,  ...,  2.,  2.,  2.])"
2565,704160,1954,['31/43038331_1927-12-04_1954.jpg'],0.0,27,"tensor([198., 198., 198.,  ..., 216., 216., 216.])"
2567,709055,2002,['98/43042198_1941-04-29_2002.jpg'],1.0,61,"tensor([244., 226., 202.,  ..., 155., 176., 179.])"
2568,715649,1993,['34/430434_1959-05-19_1993.jpg'],0.0,34,"tensor([126., 143., 150.,  ...,   6.,   0.,   0.])"
2570,724021,2014,['53/43044253_1982-04-20_2014.jpg'],0.0,32,"tensor([148., 133., 100.,  ..., 239.,  87.,  99.])"
2571,720892,2007,['36/4304636_1973-09-25_2007.jpg'],1.0,34,"tensor([238., 238., 238.,  ...,  21.,  21.,  21.])"
2572,720187,2014,['87/43046387_1971-10-21_2014.jpg'],0.0,43,"tensor([ 23.,  21.,  22.,  ..., 208., 196., 174.])"
2573,726651,2013,['22/43046922_1989-07-02_2013.jpg'],0.0,24,"tensor([195.,  97., 110.,  ..., 197.,  93., 102.])"
2575,720713,2014,['71/43049571_1973-03-30_2014.jpg'],1.0,41,"tensor([192., 173., 115.,  ...,  33.,  14.,  18.])"
2576,716433,2015,['03/430503_1961-07-11_2015.jpg'],1.0,54,"tensor([189., 170., 114.,  ..., 134., 147., 166.])"
2579,725125,2014,['89/43052489_1985-04-28_2014.jpg'],0.0,29,"tensor([ 14.,   0.,   0.,  ..., 255., 255., 255.])"
2581,710230,2008,['43/430543_1944-07-17_2008.jpg'],1.0,64,"tensor([200., 200., 200.,  ..., 173., 173., 173.])"
2588,726905,2014,['56/43063156_1990-03-13_2014.jpg'],1.0,24,"tensor([202., 202., 200.,  ..., 103., 132., 192.])"
2590,727224,2014,['38/43063338_1991-01-26_2014.jpg'],0.0,23,"tensor([210., 210., 208.,  ..., 108., 100.,  79.])"
2592,711191,2013,['42/43063842_1947-03-05_2013.jpg'],1.0,66,"tensor([255., 202.,   5.,  ...,  22.,  22.,  22.])"
2594,725492,2013,['97/4306597_1986-04-30_2013.jpg'],1.0,27,"tensor([ 85.,  18.,   2.,  ..., 248., 247., 252.])"
2595,727826,2014,['10/43066310_1992-09-19_2014.jpg'],0.0,22,"tensor([136., 141., 145.,  ..., 146., 162., 188.])"
2599,731518,2015,['34/43068734_2002-10-29_2015.jpg'],0.0,13,"tensor([ 78., 102., 192.,  ..., 208., 175., 166.])"
2601,710670,2014,['67/43077067_1945-09-30_2014.jpg'],1.0,69,"tensor([193., 196., 201.,  ...,   8.,  10.,  22.])"
2602,729857,2013,['54/43078354_1998-04-12_2013.jpg'],0.0,15,"tensor([91., 46., 17.,  ..., 55., 57., 54.])"
2604,720212,2013,['40/43079840_1971-11-15_2013.jpg'],1.0,42,"tensor([251., 251., 251.,  ..., 120., 120., 120.])"
2605,727411,2014,['63/43079863_1991-08-01_2014.jpg'],0.0,23,"tensor([10., 11., 39.,  ..., 67., 10., 16.])"
2607,712836,2008,['49/430849_1951-09-05_2008.jpg'],1.0,57,"tensor([188., 142.,  80.,  ...,  82.,  79.,  64.])"
2609,714469,2007,['66/430866_1956-02-24_2007.jpg'],1.0,51,"tensor([104., 138.,  61.,  ..., 108., 110., 125.])"
2611,715605,2012,['07/43087507_1959-04-05_2012.jpg'],1.0,53,"tensor([154.,  88.,  89.,  ..., 180., 130., 105.])"
2613,703224,1956,['88/43088_1925-05-12_1956.jpg'],1.0,31,"tensor([255., 255., 255.,  ..., 176., 177., 171.])"
2620,697120,1959,['29/4309229_1908-08-25_1959.jpg'],1.0,51,"tensor([ 27.,  26.,  22.,  ..., 128., 127., 125.])"
2623,717874,2014,['65/43094065_1965-06-21_2014.jpg'],1.0,49,"tensor([195., 198., 207.,  ...,  16.,  20.,  32.])"
2625,725803,2009,['71/4309871_1987-03-07_2009.jpg'],1.0,22,"tensor([184., 198., 172.,  ..., 133., 160.,  63.])"
2626,723789,2013,['25/43099225_1981-08-31_2013.jpg'],0.0,32,"tensor([  1.,   4.,   9.,  ..., 172., 110.,  61.])"
2630,708494,1971,['34/5302234_1939-10-16_1971.jpg'],1.0,32,"tensor([ 78.,  78.,  78.,  ..., 188., 188., 188.])"
2633,696892,1940,['26/530326_1908-01-10_1940.jpg'],1.0,32,"tensor([94., 94., 94.,  ..., 56., 56., 56.])"
2636,722685,2011,['94/5304994_1978-08-23_2011.jpg'],1.0,33,"tensor([220., 220., 230.,  ...,  37.,  67., 105.])"
2638,704607,2009,['56/530556_1929-02-23_2009.jpg'],1.0,80,"tensor([ 11.,  10.,   5.,  ..., 171., 130.,  98.])"
2639,723086,2006,['67/530567_1979-09-28_2006.jpg'],1.0,27,"tensor([ 18.,  27.,  36.,  ..., 126., 128., 149.])"
2640,706255,1965,['46/5306546_1933-08-29_1965.jpg'],1.0,32,"tensor([  9.,   9.,   7.,  ..., 175., 161., 148.])"
2641,703888,1959,['49/5306949_1927-03-07_1959.jpg'],1.0,32,"tensor([234., 234., 234.,  ..., 214., 214., 214.])"
2643,712768,2009,['38/5307738_1951-06-29_2009.jpg'],1.0,58,"tensor([109.,  66.,  32.,  ..., 193.,  95.,  34.])"
2647,713213,2009,['36/530936_1952-09-16_2009.jpg'],1.0,57,"tensor([216., 216., 218.,  ...,  54.,  36.,  34.])"
2649,717942,2014,['97/530997_1965-08-28_2014.jpg'],0.0,49,"tensor([ 62.,  45.,  29.,  ..., 238., 185., 151.])"
2650,714376,2008,['17/6300417_1955-11-23_2008.jpg'],1.0,53,"tensor([ 76.,  76.,  74.,  ...,  99.,  99., 109.])"
2651,713982,1983,['92/6300792_1954-10-25_1983.jpg'],1.0,29,"tensor([ 71.,  46.,  41.,  ..., 167., 161., 139.])"
2654,717926,2013,['24/630124_1965-08-12_2013.jpg'],1.0,48,"tensor([10., 33., 85.,  ..., 13., 37., 99.])"
2656,715242,2006,['57/630157_1958-04-07_2006.jpg'],1.0,48,"tensor([132., 104.,  82.,  ...,  87.,  87.,  87.])"
2657,709773,2009,['95/6302095_1943-04-17_2009.jpg'],1.0,66,"tensor([183., 179., 168.,  ...,  41.,  46.,  65.])"
2662,717386,2012,['41/630641_1964-02-19_2012.jpg'],1.0,48,"tensor([  2.,   2.,   2.,  ..., 160., 141., 145.])"
2663,723762,2013,['39/6307239_1981-08-04_2013.jpg'],0.0,32,"tensor([188., 183., 206.,  ...,  29.,  21.,   8.])"
2664,719069,2012,['73/63073_1968-09-28_2012.jpg'],1.0,44,"tensor([118., 108., 107.,  ...,  11.,  11.,  11.])"
2665,711802,2012,['23/630823_1948-11-05_2012.jpg'],1.0,64,"tensor([ 31.,  32.,  37.,  ..., 210., 202., 215.])"
2668,716180,2015,['56/6309056_1960-10-31_2015.jpg'],1.0,55,"tensor([67., 16.,  0.,  ..., 57., 56., 38.])"
2676,712102,1997,['48/730448_1949-09-01_1997.jpg'],0.0,48,"tensor([141., 122., 124.,  ...,  18.,  13.,  17.])"
2677,712971,1978,['41/7304541_1952-01-18_1978.jpg'],1.0,26,"tensor([239., 237., 242.,  ...,  67.,  38.,  32.])"
2678,721450,2011,['84/730484_1975-04-06_2011.jpg'],1.0,36,"tensor([51., 52., 56.,  ..., 82., 86., 89.])"
2679,704452,1944,['19/7305419_1928-09-21_1944.jpg'],,16,"tensor([172., 172., 174.,  ...,  70.,  70.,  68.])"
2680,712165,2009,['78/730578_1949-11-03_2009.jpg'],0.0,60,"tensor([158.,  23.,   4.,  ..., 201., 151., 116.])"
2681,707719,1972,['79/730779_1937-09-01_1972.jpg'],1.0,35,"tensor([23., 13.,  1.,  ..., 74., 66., 29.])"
2686,719185,2010,['42/730842_1969-01-22_2010.jpg'],0.0,41,"tensor([ 89.,  43.,  17.,  ..., 236., 189., 159.])"
2687,724075,2011,['11/7308811_1982-06-13_2011.jpg'],1.0,29,"tensor([255., 255., 251.,  ..., 200.,  40.,  76.])"
2688,721038,2014,['96/7308996_1974-02-18_2014.jpg'],0.0,40,"tensor([218., 185., 176.,  ..., 169., 119.,  94.])"
2689,720190,2013,['18/730918_1971-10-24_2013.jpg'],0.0,42,"tensor([201., 215., 228.,  ..., 237., 236., 231.])"
2691,711957,2003,['99/7309499_1949-04-09_2003.jpg'],1.0,54,"tensor([79., 83., 84.,  ..., 31., 33., 30.])"
2693,725065,2012,['64/8300364_1985-02-27_2012.jpg'],1.0,27,"tensor([153., 154., 148.,  ...,  51.,  62., 124.])"
2694,718929,2009,['24/8300524_1968-05-11_2009.jpg'],1.0,41,"tensor([239., 230., 225.,  ..., 138., 138., 148.])"
2696,725409,2008,['16/8301816_1986-02-06_2008.jpg'],1.0,22,"tensor([254., 254., 254.,  ...,  76.,  71.,  78.])"
2697,707843,1969,['38/8303738_1938-01-03_1969.jpg'],1.0,31,"tensor([252., 161., 160.,  ..., 247., 159., 158.])"
2698,720900,2009,['49/83049_1973-10-03_2009.jpg'],0.0,36,"tensor([ 50.,  55.,  35.,  ..., 241., 222., 207.])"
2701,708642,2005,['61/8307661_1940-03-12_2005.jpg'],1.0,65,"tensor([117.,  67.,  68.,  ...,  47.,  23.,  36.])"
2702,707506,1963,['80/830780_1937-01-31_1963.jpg'],0.0,26,"tensor([117., 117., 117.,  ...,  12.,  12.,  12.])"
2703,725744,2013,['09/8307909_1987-01-07_2013.jpg'],0.0,26,"tensor([135., 130., 126.,  ..., 136., 107.,  93.])"
2704,721185,2007,['31/830931_1974-07-15_2007.jpg'],1.0,33,"tensor([38., 27., 25.,  ..., 91., 60., 39.])"
2707,709368,1964,['47/930347_1942-03-08_1964.jpg'],0.0,22,"tensor([102., 102., 102.,  ...,  62.,  62.,  62.])"
2709,719643,2008,['02/930402_1970-04-25_2008.jpg'],0.0,38,"tensor([208., 228., 252.,  ..., 152., 167., 190.])"
2712,723778,2013,['92/9304692_1981-08-20_2013.jpg'],1.0,32,"tensor([211., 222., 228.,  ..., 115.,  89.,  66.])"
2713,722231,2009,['63/9304763_1977-05-26_2009.jpg'],1.0,32,"tensor([215., 215., 215.,  ...,  39.,  43.,  54.])"
2714,712868,2010,['72/93072_1951-10-07_2010.jpg'],1.0,59,"tensor([156., 179., 220.,  ...,  20.,   9.,   7.])"
2717,718302,2006,['46/9308646_1966-08-23_2006.jpg'],1.0,40,"tensor([ 93., 119., 116.,  ..., 217., 215., 192.])"
2719,721299,2008,['32/9308732_1974-11-06_2008.jpg'],1.0,34,"tensor([113., 119., 119.,  ..., 185., 190., 193.])"
2720,725078,2012,['34/9308734_1985-03-12_2012.jpg'],1.0,27,"tensor([182., 176., 154.,  ..., 198., 196., 207.])"
2721,723177,2013,['78/9309778_1979-12-28_2013.jpg'],1.0,34,"tensor([192., 172., 165.,  ..., 161., 114.,  86.])"
2722,704465,2006,['30/930_1928-10-04_2006.jpg'],1.0,78,"tensor([48., 29., 22.,  ..., 26., 14., 14.])"
2724,710323,1968,['15/14003015_1944-10-18_1968.jpg'],1.0,24,"tensor([153., 153., 153.,  ..., 148., 148., 148.])"
2727,719027,1995,['86/14005586_1968-08-17_1995.jpg'],0.0,27,"tensor([1., 1., 1.,  ..., 1., 2., 6.])"
2728,686508,1949,['45/14005745_1879-08-05_1949.jpg'],1.0,70,"tensor([31., 31., 31.,  ..., 75., 75., 75.])"
2729,721374,2005,['64/1400664_1975-01-20_2005.jpg'],1.0,30,"tensor([125.,  97., 138.,  ..., 139., 105., 138.])"
2732,724402,2015,['00/14007800_1983-05-06_2015.jpg'],1.0,32,"tensor([100.,  81.,  83.,  ..., 120., 162., 212.])"
2735,695536,1956,['57/14008957_1904-04-24_1956.jpg'],1.0,52,"tensor([156., 156., 156.,  ..., 204., 204., 204.])"
2737,721224,2011,['19/1400919_1974-08-23_2011.jpg'],1.0,37,"tensor([ 17.,  53.,  75.,  ..., 201., 181., 183.])"
2743,718777,2010,['64/1401564_1967-12-11_2010.jpg'],0.0,43,"tensor([164., 147., 104.,  ..., 215., 180., 161.])"
2745,714952,1992,['77/1401877_1957-06-21_1992.jpg'],1.0,35,"tensor([109., 122., 115.,  ...,  37.,  32.,  28.])"
2749,724826,2011,['93/14021193_1984-07-03_2011.jpg'],0.0,27,"tensor([156.,  68.,  80.,  ..., 133., 142., 209.])"
2751,720172,2007,['11/14023111_1971-10-06_2007.jpg'],1.0,36,"tensor([170., 163., 144.,  ...,   1.,   4.,  21.])"
2754,710520,2012,['98/1402598_1945-05-03_2012.jpg'],1.0,67,"tensor([119., 116., 111.,  ..., 114., 126., 150.])"
2758,709779,1965,['83/1402983_1943-04-23_1965.jpg'],1.0,22,"tensor([187., 187., 187.,  ..., 203., 203., 203.])"
2761,725890,2014,['37/1403037_1987-06-02_2014.jpg'],1.0,27,"tensor([190., 178., 162.,  ...,  35.,  38.,  47.])"
2766,705888,2010,['56/140356_1932-08-27_2010.jpg'],0.0,78,"tensor([14., 10.,  7.,  ..., 18., 13.,  9.])"
2768,713124,2010,['44/14036144_1952-06-19_2010.jpg'],0.0,58,"tensor([19., 19., 19.,  ..., 38., 38., 38.])"
2769,710756,2007,['31/1403631_1945-12-25_2007.jpg'],1.0,62,"tensor([193., 113., 112.,  ...,  40.,  35.,  31.])"
2772,726745,2008,['50/14040750_1989-10-04_2008.jpg'],0.0,19,"tensor([112.,  71., 141.,  ...,  84.,  92.,  77.])"
2775,723923,2009,['87/1404187_1982-01-12_2009.jpg'],1.0,27,"tensor([115., 162.,  68.,  ...,  15.,  19.,  30.])"
2776,712182,2009,['11/1404211_1949-11-20_2009.jpg'],1.0,60,"tensor([161., 107.,  73.,  ..., 192., 164., 142.])"
2782,699089,1975,['53/140453_1914-01-15_1975.jpg'],1.0,61,"tensor([209., 209., 209.,  ...,  45.,  45.,  45.])"
2783,724841,2008,['79/14045679_1984-07-18_2008.jpg'],0.0,24,"tensor([215.,  90.,  98.,  ..., 182.,  42.,  51.])"
2784,693955,1945,['45/14045_1899-12-25_1945.jpg'],1.0,46,"tensor([212., 212., 212.,  ...,  42.,  42.,  42.])"
2785,715186,2013,['37/14046837_1958-02-10_2013.jpg'],1.0,55,"tensor([123., 171., 211.,  ...,   0.,  23.,  57.])"
2791,697272,1948,['67/1405167_1909-01-24_1948.jpg'],0.0,39,"tensor([ 46.,  46.,  46.,  ..., 174., 174., 174.])"
2792,721184,2009,['34/1405234_1974-07-14_2009.jpg'],1.0,35,"tensor([137., 173., 135.,  ..., 180.,  19.,   9.])"
2795,724370,2009,['98/1405498_1983-04-04_2009.jpg'],0.0,26,"tensor([183., 169., 156.,  ..., 188., 106.,  59.])"
2796,704767,1994,['60/14055360_1929-08-02_1994.jpg'],1.0,65,"tensor([168., 163., 159.,  ..., 209., 218., 235.])"
2797,718871,2012,['58/1405558_1968-03-14_2012.jpg'],0.0,44,"tensor([ 2.,  2.,  2.,  ..., 40., 30., 20.])"
2799,716952,2008,['05/14056005_1962-12-12_2008.jpg'],1.0,46,"tensor([20.,  0.,  2.,  ...,  6.,  6.,  4.])"
2800,713280,2007,['31/14056631_1952-11-22_2007.jpg'],1.0,55,"tensor([110.,  68.,  78.,  ...,  26.,  18.,  16.])"
2803,720263,2009,['97/14058397_1972-01-05_2009.jpg'],1.0,37,"tensor([ 14.,  77., 206.,  ...,  14.,   8.,  20.])"
2804,724799,2013,['50/14058750_1984-06-06_2013.jpg'],1.0,29,"tensor([167., 197., 225.,  ..., 231., 223., 174.])"
2805,726277,2007,['83/1405983_1988-06-23_2007.jpg'],0.0,19,"tensor([ 92.,  41.,  40.,  ..., 245., 231., 168.])"
2806,719956,2013,['50/14059850_1971-03-04_2013.jpg'],0.0,42,"tensor([ 77.,  72.,  66.,  ..., 194., 189., 186.])"
2810,724643,2010,['97/14062597_1984-01-02_2010.jpg'],1.0,26,"tensor([145., 150., 154.,  ..., 226.,  39.,  48.])"
2811,713519,2011,['66/14062666_1953-07-19_2011.jpg'],1.0,58,"tensor([87., 89., 88.,  ..., 39., 41., 38.])"
2814,702413,1950,['03/14063103_1923-02-21_1950.jpg'],1.0,27,"tensor([233., 235., 222.,  ...,  49.,  58.,  87.])"
2818,726343,2012,['83/14065583_1988-08-28_2012.jpg'],0.0,24,"tensor([233., 238., 234.,  ..., 255., 102., 120.])"
2823,721909,2005,['74/1406774_1976-07-08_2005.jpg'],0.0,29,"tensor([237., 195., 157.,  ...,  44.,  44.,  44.])"
2825,720555,2008,['08/1406808_1972-10-23_2008.jpg'],0.0,36,"tensor([185., 183., 171.,  ..., 139.,  96.,  54.])"
2827,715109,1990,['12/14069912_1957-11-25_1990.jpg'],0.0,33,"tensor([147., 147., 147.,  ..., 118., 118., 118.])"
2832,691105,1943,['98/14073598_1892-03-06_1943.jpg'],1.0,51,"tensor([221., 212., 207.,  ...,  77.,  72.,  69.])"
2842,722822,2005,['47/1408447_1979-01-07_2005.jpg'],0.0,26,"tensor([ 51., 133., 127.,  ..., 220., 235., 255.])"
2844,704743,2010,['80/14086880_1929-07-09_2010.jpg'],1.0,81,"tensor([97., 88., 47.,  ..., 57., 58., 60.])"
2845,725695,2010,['37/14087437_1986-11-19_2010.jpg'],0.0,24,"tensor([111., 107., 104.,  ..., 177., 176., 171.])"
2848,707807,1975,['38/14091638_1937-11-28_1975.jpg'],1.0,38,"tensor([253., 253., 253.,  ...,  71.,  71.,  71.])"
2849,712165,1979,['27/140927_1949-11-03_1979.jpg'],1.0,30,"tensor([137., 138., 132.,  ...,  11.,  12.,  14.])"
2851,724013,2013,['62/14096162_1982-04-12_2013.jpg'],1.0,31,"tensor([146., 148., 126.,  ..., 244., 242., 253.])"
2856,718531,2007,['08/2400008_1967-04-09_2007.jpg'],1.0,40,"tensor([ 5.,  5.,  5.,  ..., 14., 14., 14.])"
2857,709113,2009,['38/2400038_1941-06-26_2009.jpg'],0.0,68,"tensor([ 13.,  16.,  51.,  ..., 230., 245., 238.])"
2858,723149,2013,['07/24001107_1979-11-30_2013.jpg'],1.0,34,"tensor([75., 76., 71.,  ..., 30., 33., 42.])"
2860,725897,2009,['88/24001888_1987-06-09_2009.jpg'],0.0,22,"tensor([0., 0., 0.,  ..., 0., 0., 0.])"
2861,723260,2010,['64/24002664_1980-03-20_2010.jpg'],1.0,30,"tensor([182., 160., 113.,  ...,  78.,  61.,  45.])"
2862,705244,1954,['25/24004525_1930-11-22_1954.jpg'],1.0,24,"tensor([226., 247., 216.,  ...,  28.,  64., 116.])"
2867,725286,2010,['61/24007061_1985-10-06_2010.jpg'],0.0,25,"tensor([125., 141., 164.,  ..., 199., 142., 115.])"
2872,714771,1980,['51/2400951_1956-12-22_1980.jpg'],0.0,24,"tensor([253., 253., 217.,  ..., 255., 252., 233.])"
2876,723487,2014,['31/2401131_1980-11-02_2014.jpg'],1.0,34,"tensor([ 45.,  56.,  62.,  ..., 140., 193., 245.])"
2879,713359,2005,['14/24014514_1953-02-09_2005.jpg'],1.0,52,"tensor([128., 129., 133.,  ..., 132., 135., 152.])"
2881,725264,2009,['38/24016338_1985-09-14_2009.jpg'],0.0,24,"tensor([0., 0., 0.,  ..., 7., 7., 7.])"
2882,716487,2009,['31/24016631_1961-09-03_2009.jpg'],1.0,48,"tensor([142., 120., 106.,  ..., 202.,  32.,  33.])"
2884,713551,1988,['87/2401787_1953-08-20_1988.jpg'],1.0,35,"tensor([246., 211., 153.,  ...,  38.,  18.,  20.])"
2888,725996,2012,['11/24025611_1987-09-16_2012.jpg'],1.0,25,"tensor([238., 203., 209.,  ...,  40.,  42.,  39.])"
2891,718902,2013,['67/240267_1968-04-14_2013.jpg'],1.0,45,"tensor([11., 11.,  9.,  ..., 18., 19., 21.])"
2894,693135,1963,['28/24028_1897-09-26_1963.jpg'],1.0,66,"tensor([255., 237., 168.,  ..., 245., 244., 250.])"
2895,727071,2015,['05/24029405_1990-08-26_2015.jpg'],0.0,25,"tensor([ 1., 50., 47.,  ...,  0., 40., 40.])"
2896,727993,2009,['62/24029562_1993-03-05_2009.jpg'],0.0,16,"tensor([40., 67., 88.,  ..., 34., 52., 88.])"
2898,726367,2009,['10/24031410_1988-09-21_2009.jpg'],1.0,21,"tensor([215., 220., 214.,  ...,  63.,  63.,  73.])"
2900,725508,2009,['87/24032487_1986-05-16_2009.jpg'],0.0,23,"tensor([155., 170., 167.,  ...,  15.,  89., 162.])"
2903,724873,2007,['14/2403314_1984-08-19_2007.jpg'],1.0,23,"tensor([117., 123., 113.,  ..., 238., 234., 249.])"
2906,728315,2014,['32/24037032_1994-01-21_2014.jpg'],1.0,20,"tensor([ 80.,  96., 112.,  ..., 226., 193., 162.])"
2908,726786,2015,['79/24038679_1989-11-14_2015.jpg'],1.0,26,"tensor([ 27.,   2.,   6.,  ..., 163., 164., 166.])"
2909,697811,1940,['71/2403871_1910-07-17_1940.jpg'],0.0,30,"tensor([24., 24., 24.,  ..., 23., 23., 23.])"
2911,696248,1945,['11/2403911_1906-04-06_1945.jpg'],0.0,39,"tensor([178., 178., 178.,  ...,  35.,  35.,  35.])"
2912,721468,2008,['33/2403933_1975-04-24_2008.jpg'],0.0,33,"tensor([222., 184., 135.,  ...,  17.,   3.,   2.])"
2913,691303,1941,['59/2403959_1892-09-20_1941.jpg'],0.0,49,"tensor([ 16.,  16.,  16.,  ..., 178., 180., 177.])"
2914,723387,2014,['96/2403996_1980-07-25_2014.jpg'],1.0,34,"tensor([124.,   4.,   6.,  ...,  70.,  81., 113.])"
2916,686438,1940,['06/2404106_1879-05-27_1940.jpg'],0.0,61,"tensor([ 0.,  0.,  0.,  ...,  9., 11.,  8.])"
2918,725505,2014,['98/24041298_1986-05-13_2014.jpg'],1.0,28,"tensor([250., 215., 195.,  ...,  77.,  57.,  56.])"
2925,710055,1977,['44/240444_1944-01-24_1977.jpg'],1.0,33,"tensor([13.,  9.,  6.,  ..., 56., 10., 10.])"
2927,710042,2010,['73/2404873_1944-01-11_2010.jpg'],1.0,66,"tensor([222., 239., 255.,  ...,  59.,  49.,  47.])"
2928,726165,2012,['49/24048749_1988-03-03_2012.jpg'],1.0,24,"tensor([116., 113., 108.,  ..., 246., 247., 252.])"
2931,715937,2009,['50/24050_1960-03-02_2009.jpg'],1.0,49,"tensor([ 65.,  23.,  11.,  ..., 195.,  32.,  79.])"
2933,721309,2013,['00/24051800_1974-11-16_2013.jpg'],0.0,39,"tensor([170.,  75., 109.,  ...,  66.,  31.,  64.])"
2935,725224,2007,['18/24053118_1985-08-05_2007.jpg'],1.0,22,"tensor([255., 255., 255.,  ..., 148., 179., 226.])"
2937,706275,1977,['47/240547_1933-09-18_1977.jpg'],1.0,44,"tensor([68., 68., 68.,  ..., 70., 70., 70.])"
2938,727005,2015,['98/24055298_1990-06-21_2015.jpg'],0.0,25,"tensor([172., 171.,  91.,  ...,  65.,  16.,  19.])"
2940,725159,2008,['26/2405926_1985-06-01_2008.jpg'],0.0,23,"tensor([255., 214., 201.,  ...,   6., 139.,  82.])"
2942,705788,2014,['83/2405983_1932-05-19_2014.jpg'],0.0,82,"tensor([ 32.,  71., 138.,  ...,  59.,  60.,  44.])"
2944,725592,2011,['17/24061617_1986-08-08_2011.jpg'],1.0,25,"tensor([ 93., 110.,  55.,  ..., 255., 101.,  53.])"
2948,717352,2009,['68/2406468_1964-01-16_2009.jpg'],1.0,45,"tensor([147., 141., 145.,  ...,  31.,  31.,  31.])"
2950,723952,2013,['82/2406782_1982-02-10_2013.jpg'],0.0,31,"tensor([123.,  87.,  71.,  ..., 180., 191., 211.])"
2956,727490,2010,['57/24072357_1991-10-19_2010.jpg'],1.0,19,"tensor([170., 170., 180.,  ..., 216., 216., 224.])"
2959,721458,2015,['31/240731_1975-04-14_2015.jpg'],0.0,40,"tensor([218., 214., 202.,  ..., 222., 183., 142.])"
2960,703553,1970,['32/2407332_1926-04-06_1970.jpg'],1.0,44,"tensor([79., 79., 79.,  ..., 48., 48., 48.])"
2963,722877,2014,['18/2407418_1979-03-03_2014.jpg'],1.0,35,"tensor([171., 163., 144.,  ...,  28.,  28.,  28.])"
2967,722478,2009,['99/24076499_1978-01-28_2009.jpg'],1.0,31,"tensor([164., 176., 154.,  ..., 149., 173., 183.])"
2968,714379,1986,['67/2407667_1955-11-26_1986.jpg'],1.0,31,"tensor([215., 216., 220.,  ...,  79.,  91.,  89.])"
2969,703743,1960,['93/2407693_1926-10-13_1960.jpg'],1.0,34,"tensor([253., 253., 253.,  ..., 187., 191., 194.])"
2972,716065,2009,['90/24077290_1960-07-08_2009.jpg'],1.0,49,"tensor([252., 253., 247.,  ...,  43.,  46.,  51.])"
2975,724984,2013,['90/2407790_1984-12-08_2013.jpg'],0.0,29,"tensor([228., 204., 200.,  ..., 222., 161., 107.])"
2978,721326,2009,['03/24079003_1974-12-03_2009.jpg'],1.0,35,"tensor([151., 174., 190.,  ..., 197., 161., 175.])"
2983,718351,2011,['55/2408055_1966-10-11_2011.jpg'],1.0,45,"tensor([ 35., 108., 151.,  ...,  64.,  58.,  62.])"
2984,697052,1987,['87/2408087_1908-06-18_1987.jpg'],0.0,79,"tensor([ 56.,  71.,  78.,  ..., 232., 180., 159.])"
2986,720193,2013,['29/24082229_1971-10-27_2013.jpg'],1.0,42,"tensor([251., 252., 247.,  ..., 137., 112., 115.])"
2987,721672,2004,['84/24082384_1975-11-14_2004.jpg'],1.0,29,"tensor([ 79.,  85.,  75.,  ..., 130., 141., 173.])"
2989,702939,1942,['34/2408334_1924-07-31_1942.jpg'],0.0,18,"tensor([ 72.,  62.,  50.,  ..., 126., 111.,  92.])"
2991,727105,2013,['09/24083809_1990-09-29_2013.jpg'],0.0,23,"tensor([184.,  76.,  27.,  ...,  19.,  23.,  35.])"
2992,723728,2012,['19/24084619_1981-07-01_2012.jpg'],0.0,31,"tensor([ 74.,  69.,  63.,  ..., 107.,  60.,  42.])"
2993,725923,2015,['43/24085043_1987-07-05_2015.jpg'],1.0,28,"tensor([  7.,   6.,   4.,  ..., 181., 169., 183.])"
2996,725170,2013,['33/24086533_1985-06-12_2013.jpg'],1.0,28,"tensor([227., 237., 249.,  ...,  27.,  30.,  23.])"
3005,722163,2012,['38/24091138_1977-03-19_2012.jpg'],0.0,35,"tensor([108., 108.,  96.,  ...,  58.,  60.,  57.])"
3006,724091,2013,['15/2409115_1982-06-29_2013.jpg'],0.0,31,"tensor([  1.,  30.,  88.,  ...,   1.,  43., 119.])"
3007,725739,2014,['04/24091304_1987-01-02_2014.jpg'],1.0,27,"tensor([29., 30., 76.,  ..., 19., 26., 80.])"
3013,704816,1975,['45/240945_1929-09-20_1975.jpg'],0.0,46,"tensor([127., 127., 127.,  ...,  50.,  50.,  50.])"
3014,723492,2011,['05/24095105_1980-11-07_2011.jpg'],0.0,31,"tensor([ 33.,  38.,  16.,  ..., 181., 104.,  78.])"
3015,720156,2014,['52/240952_1971-09-20_2014.jpg'],1.0,43,"tensor([30., 41., 61.,  ..., 39., 39., 41.])"
